Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1704480643,10,,Aggregated,32.600000,0.000000,160,160,160,170,290,310,320,330,1500,1600,1600,5197,1,160.0,168.31777315206665,34.8041329998523,1555.36925499473,114.88935924571868
1704480644,10,,Aggregated,32.500000,0.000000,160,160,160,170,290,310,320,330,1500,1600,1600,5230,1,160.0,169.1869703354313,34.8041329998523,1555.36925499473,114.88374760994265
1704480645,10,,Aggregated,32.400000,0.000000,160,160,160,170,290,310,320,330,1500,1600,1600,5263,1,160.0,170.01400322521388,34.8041329998523,1555.36925499473,114.87820634619038
1704480646,10,,Aggregated,32.300000,0.000000,160,160,160,170,290,310,320,330,1500,1600,1600,5296,1,160.0,170.824943822003,34.8041329998523,1555.36925499473,114.87273413897282
1704480647,10,,Aggregated,32.600000,0.000000,160,160,160,170,300,310,320,330,1500,1600,1600,5330,1,160.0,171.66006817192138,34.8041329998523,1555.36925499473,114.8671669793621
1704480648,10,,Aggregated,32.500000,0.000000,160,160,160,170,300,310,320,330,1500,1600,1600,5362,1,160.0,172.45606365317062,34.8041329998523,1555.36925499473,114.86199179410667
1704480649,10,,Aggregated,32.700000,0.000000,160,160,170,170,300,310,320,330,1500,1600,1600,5394,1,160.0,173.29353678833664,34.8041329998523,1555.36925499473,114.8568780126066
1704480650,10,,Aggregated,32.700000,0.000000,160,160,170,170,300,310,320,330,1500,1600,1600,5429,1,160.0,174.06971630545402,34.8041329998523,1555.36925499473,114.85135384048628
1704480651,10,,Aggregated,32.700000,0.000000,160,160,170,170,300,310,320,330,1500,1600,1600,5461,1,160.0,174.87089825677643,34.8041329998523,1555.36925499473,114.84636513459074
1704480652,10,,Aggregated,32.700000,0.000000,160,160,170,170,300,310,320,330,1500,1600,1600,5495,1,160.0,175.59558389759187,34.8041329998523,1555.36925499473,114.84112829845314
1704480653,10,,Aggregated,32.700000,0.000000,160,160,170,170,300,310,320,330,1500,1600,1600,5528,1,160.0,176.37829897399612,34.8041329998523,1555.36925499473,114.83610709117221
1704480654,10,,Aggregated,32.900000,0.000000,160,160,170,170,300,310,320,330,1500,1600,1600,5562,1,160.0,177.09512881953606,34.8041329998523,1555.36925499473,114.83099604458828
1704480655,10,,Aggregated,33.000000,0.000000,160,160,170,170,300,310,320,330,1500,1600,1600,5595,1,160.0,177.81849494410315,34.8041329998523,1555.36925499473,114.8260947274352
1704480656,10,,Aggregated,33.100000,0.000000,160,160,170,170,300,310,320,330,1500,1600,1600,5628,1,160.0,178.58603697285585,34.8041329998523,1555.36925499473,114.82125088841507
1704480657,10,,Aggregated,33.100000,0.000000,160,160,170,170,300,310,320,330,1500,1600,1600,5661,1,160.0,179.32275013005724,34.8041329998523,1555.36925499473,114.81646352234587
1704480658,10,,Aggregated,33.200000,0.000000,160,160,170,180,300,310,320,330,1500,1600,1600,5695,1,160.0,179.97636762374458,34.8041329998523,1555.36925499473,114.81158911325724
1704480659,10,,Aggregated,33.000000,0.000000,160,160,170,180,300,310,320,330,1500,1600,1600,5728,1,160.0,180.72342637346438,34.8041329998523,1555.36925499473,114.80691340782123
1704480660,10,,Aggregated,33.100000,0.000000,160,160,170,190,300,310,320,330,1500,1600,1600,5761,1,160.0,181.4302515402185,34.8041329998523,1555.36925499473,114.80229126887693
1704480661,10,,Aggregated,33.200000,0.000000,160,160,170,230,300,310,320,330,1500,1600,1600,5792,1,160.0,182.15685080130982,34.8041329998523,1555.36925499473,114.79799723756906
1704480662,10,,Aggregated,33.200000,0.000000,160,160,170,280,300,310,320,330,1500,1600,1600,5825,1,160.0,182.85748203144772,34.8041329998523,1555.36925499473,114.79347639484979
1704480663,10,,Aggregated,33.100000,0.000000,160,160,170,280,300,310,320,330,1500,1600,1600,5857,1,160.0,183.55675239818524,34.8041329998523,1555.36925499473,114.78914119856582
1704480664,10,,Aggregated,32.900000,0.000000,160,160,170,290,310,310,320,330,1500,1600,1600,5889,1,160.0,184.2665067130581,34.8041329998523,1555.36925499473,114.78485311597895
1704480665,10,,Aggregated,32.900000,0.000000,160,160,170,290,310,310,320,330,1500,1600,1600,5921,1,160.0,184.9767635163304,34.8041329998523,1555.36925499473,114.78061138321229
1704480666,10,,Aggregated,32.800000,0.000000,160,160,170,290,310,310,320,330,1500,1600,1600,5953,1,160.0,185.64717806503856,34.8041329998523,1555.36925499473,114.7764152528137
1704480667,10,,Aggregated,32.500000,0.000000,160,160,170,290,310,320,330,330,1500,1600,1600,5985,1,160.0,186.34780346035166,34.8041329998523,1555.36925499473,114.77226399331663
1704480668,10,,Aggregated,32.400000,0.000000,160,160,170,290,310,320,330,330,1500,1600,1600,6016,1,160.0,187.04518541143906,34.8041329998523,1555.36925499473,114.76828457446808
1704480669,10,,Aggregated,32.400000,0.000000,160,160,170,290,310,320,330,330,1500,1600,1600,6048,1,160.0,187.7187690114489,34.8041329998523,1555.36925499473,114.76421957671958
1704480670,10,,Aggregated,32.100000,0.000000,160,160,180,290,310,320,330,330,1500,1600,1600,6081,1,160.0,188.35961066785586,34.8041329998523,1555.36925499473,114.76007235652031
1704480671,10,,Aggregated,32.000000,0.000000,160,160,180,290,310,320,330,330,1500,1600,1600,6113,1,160.0,188.98435706563802,34.8041329998523,1555.36925499473,114.75609357107803
1704480672,10,,Aggregated,31.900000,0.000000,160,170,190,290,310,320,330,330,1500,1600,1600,6146,1,160.0,189.6466155210298,34.8041329998523,1555.36925499473,114.75203384315002
1704480673,10,,Aggregated,32.000000,0.000000,160,170,240,300,310,320,330,330,1500,1600,1600,6179,1,160.0,190.22842281991393,34.8041329998523,1555.36925499473,114.7480174785564
1704480674,10,,Aggregated,31.900000,0.000000,160,170,280,300,310,320,330,330,1500,1600,1600,6210,1,160.0,190.89913134336007,34.8041329998523,1555.36925499473,114.74428341384863
1704480675,10,,Aggregated,32.000000,0.000000,160,170,280,300,310,320,330,330,1500,1600,1600,6242,1,160.0,191.5360319909132,34.8041329998523,1555.36925499473,114.74046779878245
1704480676,10,,Aggregated,32.000000,0.000000,160,170,290,300,310,320,330,330,1500,1600,1600,6274,1,160.0,192.1608770728826,34.8041329998523,1555.36925499473,114.73669110615238
1704480677,10,,Aggregated,32.000000,0.000000,160,170,290,300,310,320,330,330,1500,1600,1600,6305,1,160.0,192.7807403580091,34.8041329998523,1555.36925499473,114.73306899286281
1704480678,10,,Aggregated,31.900000,0.000000,160,170,290,300,310,320,330,340,1500,1600,1600,6337,1,160.0,193.40999879489664,34.8041329998523,1555.36925499473,114.72936720845826
1704480679,10,,Aggregated,32.000000,0.000000,160,170,290,300,310,320,330,340,1500,1600,1600,6369,1,160.0,194.03885276892044,34.8041329998523,1555.36925499473,114.72570262207567
